관광지명,지역명,중분류,소분류
갓바위워터피아온천,경상북도 경산시,휴양관광지,온천/욕장/스파
갓잇,서울특별시 강남구,음식점,서양식
갓잇(god eat),서울특별시 송파구,음식점,서양식
갓지은솥밥,경기도 남양주시,음식점,한식
갓파스시,부산광역시 연제구,음식점,일식
강가민박캠핑장,경상남도 거창군,육상 레포츠,"야영장,오토캠핑장"
강가에 하얀집 펜션,강원도 영월군,숙박시설,펜션
강가의성,강원도 홍천군,숙박시설,펜션
강가촌,강원도 홍천군,음식점,한식
강강술래 신림동,서울특별시 관악구,음식점,한식
강강술래 전수관,전라남도 해남군,문화시설,문화전수시설
강경 구 연수당 건재 약방,충청남도 논산시,역사관광지,유적지/사적지
강경 옥녀봉,충청남도 논산시,자연관광지,산
강경 중앙초등학교 강당,충청남도 논산시,역사관광지,유적지/사적지
강경근대거리,충청남도 논산시,체험관광지,이색거리
강경미내다리,충청남도 논산시,역사관광지,유적지/사적지
강경불고기 장암본점,경기도 의정부시,음식점,한식
강경숯불바베큐,경기도 양주시,음식점,한식
강경젓갈시장,충청남도 논산시,쇼핑,상설시장
강경해물칼국수,충청남도 논산시,음식점,한식
강계봉진막국수,경기도 여주시,음식점,한식
강과 사람의 이야기가 포항의 물길,None,가족코스,가족코스
강과 소나무[한국관광 품질인증/Korea Quality],강원도 정선군,숙박시설,모텔
강구안,경상남도 통영시,자연관광지,항구/포구
강구안게스트하우스,경상남도 통영시,숙박시설,게스트하우스
"강구장 (3, 8일)",경상북도 영덕군,쇼핑,5일장
강구항,경상북도 영덕군,자연관광지,항구/포구
강나루,전라북도 무주군,음식점,한식
강나루 캠핑장,경상남도 합천군,육상 레포츠,"야영장,오토캠핑장"
강나루래프팅,경상북도 봉화군,수상 레포츠,래프팅
강나루생태공원,경상남도 함안군,휴양관광지,공원
강나루오토캠핑장,경상남도 함안군,육상 레포츠,"야영장,오토캠핑장"
강나루풍천장어,전라북도 고창군,음식점,한식
강남,서울특별시 강남구,체험관광지,이색거리
강남 마이스 관광특구,서울특별시 강남구,휴양관광지,관광단지
강남 시티투어 (트롤리버스),서울특별시 강남구,체험관광지,이색체험
강남 300 컨트리클럽,경기도 광주시,육상 레포츠,골프
강남가든,전라남도 목포시,음식점,한식
강남고속터미널 혼수상가,서울특별시 서초구,쇼핑,전문상가
강남구이나라,경상북도 안동시,음식점,한식
강남면옥,대전광역시 서구,음식점,한식
강남면옥,경기도 의왕시,음식점,한식
강남면옥,경기도 광명시,음식점,한식
강남면옥 파주점,경기도 파주시,음식점,한식
강남목장,서울특별시 강남구,음식점,한식
강남문화원,서울특별시 강남구,문화시설,문화원
강남스테이힐(Gangnam Stay Hill),서울특별시 강남구,숙박시설,게스트하우스
강남시장,경기도 부천시,쇼핑,상설시장
강남식당,강원도 평창군,음식점,한식
강남아르누보씨티호텔[한국관광 품질인증/Korea Quality],서울특별시 서초구,숙박시설,관광호텔
강남인테리어디자인위크,서울특별시 강남구,공연/행사,박람회
강남청소년수련관,서울특별시 강남구,육상 레포츠,수련시설
강남촌,강원도 강릉시,음식점,한식
강남축구공원,강원도 강릉시,휴양관광지,테마공원
강당골 캠핑파크,충청남도 아산시,육상 레포츠,"야영장,오토캠핑장"
강당골(양화담),충청남도 아산시,자연관광지,계곡
강대박,충청북도 옥천군,음식점,한식
강댕이 미륵불,충청남도 서산시,건축/조형물,기념탑/기념비/전망대
강덕사,전라남도 강진군,역사관광지,유적지/사적지
강동 해수온천,울산광역시 북구,휴양관광지,온천/욕장/스파
강동 화암 주상절리,울산광역시 북구,자연관광지,해안절경
강동그린웨이 가족캠핑장,서울특별시 강동구,육상 레포츠,"야영장,오토캠핑장"
강동몽돌해변,울산광역시 북구,자연관광지,해수욕장
강동문화원,서울특별시 강동구,문화시설,문화원
강동북페스티벌,온라인 개최,축제,일반축제
강동분식,강원도 강릉시,음식점,한식
강동사랑길,울산광역시 북구,체험관광지,이색거리
강동선사문화축제,서울특별시 강동구,축제,일반축제
강동아트센터,서울특별시 강동구,문화시설,공연장
강동예찬시비,서울특별시 강동구,건축/조형물,기념탑/기념비/전망대
강동오토캠핑장,울산광역시 북구,육상 레포츠,"야영장,오토캠핑장"
강동청년축제,None,축제,일반축제
강동청소년회관,서울특별시 강동구,육상 레포츠,수련시설
강따라 방림 가는길,강원도 평창군,체험관광지,이색거리
강령전,전라북도 전주시,숙박시설,한옥스테이
강릉 경포대,강원도 강릉시,역사관광지,유적지/사적지
강릉 경포로 떠나는 누정 시·문학 기행,None,가족코스,가족코스
강릉 경포해수욕장,강원도 강릉시,자연관광지,해수욕장
강릉 굴산사지,강원도 강릉시,역사관광지,유적지/사적지
강릉 금진리321카라반,강원도 강릉시,육상 레포츠,"야영장,오토캠핑장"
강릉 노추산힐링캠프,강원도 강릉시,육상 레포츠,"야영장,오토캠핑장"
강릉 녹색도시체험센터,강원도 강릉시,산업관광지,기타
강릉 농산물도매시장,강원도 강릉시,쇼핑,상설시장
강릉 대공산성,강원도 강릉시,역사관광지,성
강릉 대기리마을,강원도 강릉시,체험관광지,농.산.어촌 체험
강릉 대도호부 관아,강원도 강릉시,역사관광지,유적지/사적지
강릉 동부시장,강원도 강릉시,쇼핑,상설시장
강릉 명주동 거리,강원도 강릉시,체험관광지,이색거리
강릉 모래내 한과마을(갈골한과),강원도 강릉시,체험관광지,이색체험
강릉 복사꽃마을,강원도 강릉시,체험관광지,농.산.어촌 체험
강릉 서부시장,강원도 강릉시,쇼핑,상설시장
강릉 선교장,강원도 강릉시,역사관광지,고택
강릉 솔향수목원,강원도 강릉시,자연관광지,수목원
강릉 심상진가옥,강원도 강릉시,역사관광지,고택
강릉 안목해맞이공원,강원도 강릉시,휴양관광지,공원
강릉 오죽헌,강원도 강릉시,역사관광지,유적지/사적지
강릉 올림픽파크,강원도 강릉시,육상 레포츠,경기장
강릉 월화거리,강원도 강릉시,체험관광지,이색체험
강릉 임영관 삼문,강원도 강릉시,역사관광지,유적지/사적지
강릉 주문진수산시장,강원도 강릉시,쇼핑,상설시장
강릉 주문진종합시장,강원도 강릉시,쇼핑,상설시장
강릉 중앙시장,강원도 강릉시,쇼핑,상설시장
강릉 지중해펜션,강원도 강릉시,숙박시설,민박
강릉 천년의 역사를 만나는 문화유산답사,None,나홀로코스,나홀로코스
강릉 통일공원,강원도 강릉시,휴양관광지,테마공원
강릉 한울타리마을,강원도 강릉시,체험관광지,농.산.어촌 체험
강릉 해살이마을,강원도 강릉시,체험관광지,농.산.어촌 체험
강릉 해운정,강원도 강릉시,역사관광지,고택
강릉ing게스트하우스[한국관광 품질인증/Korea Quality],강원도 강릉시,숙박시설,모텔
강릉가자,강원도 강릉시,음식점,한식
강릉감자옹심이,강원도 강릉시,음식점,한식
강릉게스트하우스 중앙점[한국관광 품질인증/Korea Quality],강원도 강릉시,숙박시설,모텔
강릉경포물회,강원도 강릉시,음식점,한식
강릉경포카라반파크,강원도 강릉시,육상 레포츠,"야영장,오토캠핑장"
강릉교동건어물,강원도 강릉시,쇼핑,특산물판매점
강릉국제영화제(GIFF),강원도 강릉시,축제,일반축제
강릉꼬막비빔밥풍호맛뜨락,강원도 강릉시,음식점,한식
강릉단오제전수교육관,강원도 강릉시,문화시설,문화원
강릉독도네꼬막본점,강원도 강릉시,음식점,한식
강릉뚝배기,강원도 강릉시,음식점,한식
강릉마초루,강원도 강릉시,음식점,한식
강릉문화원,강원도 강릉시,문화시설,문화원
강릉바우길(9구간),강원도 강릉시,육상 레포츠,트래킹
강릉생태막회집,서울특별시 영등포구,음식점,한식
강릉선교장[한국관광 품질인증/Korea Quality],강원도 강릉시,숙박시설,한옥스테이
강릉승마장,강원도 강릉시,육상 레포츠,승마
강릉시 오죽헌/시립박물관,강원도 강릉시,문화시설,박물관
강릉시 청소년 해양수련원,강원도 강릉시,육상 레포츠,수련시설
강릉시립미술관,강원도 강릉시,문화시설,미술관/화랑
강릉아트센터,강원도 강릉시,문화시설,컨벤션센터
강릉엄지네꼬막집,강원도 강릉시,음식점,한식
강릉여행 굿캠핑,강원도 강릉시,육상 레포츠,"야영장,오토캠핑장"
강릉오죽한옥마을[한국관광 품질인증/Korea Quality],강원도 강릉시,숙박시설,한옥스테이
강릉원주대학교 박물관,강원도 강릉시,문화시설,박물관
강릉으로 별보러 가자,강원도 강릉시,힐링코스,힐링코스
강릉의 대표 유적지 오죽헌을 걷다.,None,도보코스,도보코스
강릉자동차극장,강원도 강릉시,문화시설,영화관
강릉짬뽕순두부,경기도 시흥시,음식점,한식
강릉참치,강원도 강릉시,음식점,한식
강릉커피거리,강원도 강릉시,체험관광지,이색체험
강릉컬링센터 (강릉실내빙상장),강원도 강릉시,육상 레포츠,스케이트
강릉항,강원도 강릉시,자연관광지,항구/포구
강릉항회센터,강원도 강릉시,쇼핑,전문상가
강릉해파랑,강원도 강릉시,음식점,한식
강릉향교,강원도 강릉시,역사관광지,유적지/사적지
강림순대,강원도 횡성군,음식점,한식
강마루,경기도 가평군,음식점,한식
강마을다람쥐,경기도 광주시,음식점,한식
강만장,인천광역시 강화군,음식점,바/까페
강문솟대다리,강원도 강릉시,건축/조형물,다리/대교
강문어화횟집,강원도 강릉시,음식점,한식
강문해물칼국수,강원도 강릉시,음식점,한식
강문해변,강원도 강릉시,자연관광지,해수욕장
강문화전시관,경상북도 예천군,문화시설,전시관
강민주의들밥 본점,경기도 이천시,음식점,한식
강바람 맞으며 죽림욕을 즐겨보자,None,가족코스,가족코스
강박사냉면숯불갈비,충청북도 제천시,음식점,한식
강변 따라 즐기는 오붓한 가족캠핑,None,캠핑코스,캠핑코스
강변 야영장,강원도 인제군,육상 레포츠,"야영장,오토캠핑장"
강변가든,전라북도 무주군,음식점,한식
강변공원,경상북도 김천시,휴양관광지,공원
강변사리마을캠핑장,전라북도 임실군,육상 레포츠,"야영장,오토캠핑장"
강변스파랜드,서울특별시 광진구,휴양관광지,이색찜질방
강변식당,경상남도 산청군,음식점,한식
강변식당,충청남도 보령시,음식점,한식
강변식당,강원도 평창군,음식점,한식
강변에서 황토콘도,강원도 인제군,숙박시설,펜션
강변오토캠핑장,충청북도 괴산군,육상 레포츠,"야영장,오토캠핑장"
강변의수채화 펜션,강원도 홍천군,숙박시설,펜션
강변장어,전라남도 순천시,음식점,한식
